S_i,A_i
64237,88093
69799,1069
1724,67860
10606,25733
4047,55304
40172,57810
96155,51298
37901,15528
51924,45686
97847,70914
34353,58323
31500,94370
78082,71141
14787,27659
32365,36217
40305,85632
36751,54139
41275,30114
19982,10565
30106,47450
35910,38828
61994,43042
10358,52777
2004,32803
78950,14791
35402,90460
49919,35562
56483,94394
35974,15778
10856,54622
47503,42279
76650,37073
27909,99139
96462,23768
79398,98393
65774,62581
79993,75428
42254,6770
46939,65599
97151,45287
82998,48271
86720,52472
15620,3912
27460,56549
76113,6608
68542,53816
28809,31991
67923,93539
32243,86466
669,61972
33392,54838
73114,44536
96967,74408
58857,96449
95854,4005
35586,26232
27764,12324
80627,60384
56514,65412
33802,32103
8700,79771
80768,493
80987,62000
8552,91245
10679,11276
17600,63080
49866,5842
99890,8428
10586,36811
32397,21699
342,29778
86819,45368
25493,87418
34555,16703
64905,68591
75160,28943
19553,95202
89703,4018
54581,32481
80094,35896
24971,52922
9825,36802
60271,2337
35597,60298
23388,6034
42017,4945
11429,52981
58563,23032
43962,75022
36768,5479
63857,21453
79881,50752
71297,44520
67650,29563
59181,48406
3734,39785
44575,27972
61530,34717
60285,8880
97903,12115
81273,71905
2310,84273
23722,840
25627,21059
93965,149
5743,47170
56861,69300
33595,3094
33970,21742
91436,73749
26402,40493
45400,22569
91655,14944
66819,9197
85292,12662
58781,45800
49581,82866
94914,96444
82594,20272
72841,42654
35774,7443
44716,36213
50844,632
82545,33143
94532,99454
13272,43953
85242,23362
18096,87238
88177,18728
39609,51350
9788,85058
46561,73443
23310,37256
73870,10498
21056,25549
27977,39340
27875,10755
34298,69917
45803,49296
19309,32481
37868,17552
87885,98766
15283,77102
1086,14170
9104,43108
75662,67048
50871,12663
92635,35073
18382,33892
81145,61790
36388,97848
64819,33555
20707,26426
52170,15839
88873,40190
36318,85731
47887,13901
47851,37615
37414,93866
23305,64013
21719,96007
47583,95156
48930,11327
50875,55483
89883,90995
18574,82373
60397,93022
74572,10081
30198,91111
97209,51578
81434,42504
73469,30566
36765,31715
56195,54070
65664,21038
86962,6686
73714,24817
21925,96206
87526,52951
64543,46830
71256,5782
21015,93047
15957,90223
64176,13852
50036,31077
99570,97357
68850,35800
16719,89589
80556,9800
43326,83014
39535,59724
5429,23774
15170,83426
6074,40583
79277,98893
34919,3910
45155,20095
90231,42279
83410,34395
3654,67580
66942,61556
54413,24684
19539,62202
39145,55382
18381,80357
46322,62320
28818,3619
89588,92062
7862,66466
23701,93629
54026,55746
13377,98131
25183,48372
49065,38492
55926,30836
4945,83092
18406,69897
89316,47746
11951,32126
84100,74493
93382,46535
56511,59799
3972,27358
77626,75022
5933,11006
34081,58562
85648,32925
75951,54906
49084,70594
29855,70514
22156,12277
12821,14769
90689,25520
96105,64588
64770,55355
34642,88058
56141,8022
10631,44751
81450,83751
28477,63516
89395,17839
92099,10148
93247,54101
71956,84582
45540,2521
17084,51152
95301,78184
10314,81317
42708,36574
41805,46440
66047,38464
1361,9694
61080,13244
14743,33942
59464,76525
25325,24627
23685,57145
1373,68396
72255,58970
34277,84817
18583,41126
47564,98516
8508,957
35648,75567
11509,91746
94321,47312
52286,76714
71460,5545
78524,93158
5265,21803
26147,1463
4549,41747
10304,85278
82956,5229
47538,14679
12250,49187
99035,93244
45904,47318
91672,79006
87356,83061
21445,72393
72000,90803
57203,56334
55061,54849
92542,41912
47785,32021
85845,13459
67790,89186
55761,9146
57642,43065
83804,30803
76546,99413
45278,2212
71361,23941
82702,47430
42637,75542
38671,46858
21486,37310
31354,42555
98890,35049
45390,61854
17466,88310
38471,15346
55585,54715
11285,67415
70168,53989
53666,42331
56559,90281
36959,48667
17176,20245
3786,52074
50173,88394
17507,78043
63788,66725
12084,80171
58087,90042
92189,24216
95236,18743
16462,47495
76931,98556
17234,24440
11189,46086
66638,88587
69986,79294
97879,65172
93941,19943
79728,82227
68769,51094
56250,54753
16037,67133
84856,34628
76798,13890
23598,27076
53681,39949
88759,88852
67465,54956
58797,17862
33802,5617
42674,86554
73401,68142
73070,35332
1238,8795
84929,359
7505,77482
13119,81672
57257,39143
34201,2170
1148,36465
99604,66162
22125,61582
28138,56440
51520,54431
68755,92317
47844,3057
21487,2752
14147,5896
70980,85369
44785,48203
83505,56171
28750,13949
99211,3651
44289,16685
44529,19789
31638,22605
21379,61889
5665,56171
62838,36143
91338,94953
52102,81966
13716,77210
31855,69474
42746,16759
29017,43581
57763,19315
79359,87410
2020,92865
15470,98088
7736,54699
83273,85717
65874,54405
13221,26702
49168,364
19735,48523
72728,95349
44388,52262
87449,53995
19043,31337
15376,83147
40346,63088
16866,63682
59413,47248
85517,15967
54776,34083
19710,23427
68448,33593
87918,92306
62190,83749
81459,97629
46409,66521
55540,22427
54329,85646
61384,65501
75575,79256
37734,4292
32923,66626
46476,9161
88579,77290
97382,55437
92595,34000
2814,28969
7449,93358
61387,65171
64102,26779
77108,22813
20010,44181
67022,92678
21874,33815
26216,55215
82934,36081
67614,10796
85767,12876
3796,80880
29970,5052
85313,3351
93902,39538
28438,94831
69725,29580
57976,20246
54018,36429
62775,32579
22147,1827
53149,88731
36457,35769
95777,96267
97279,64962
6492,38538
62030,33705
33483,39114
79066,1531
75477,32660
58738,48331
13556,78562
92884,40112
4127,66325
3886,55655
41977,33179
35593,53121
57891,58850
28533,3898
28956,31786
80732,46121
66564,94951
49682,51516
36303,70929
44316,14610
55819,3747
88483,22581
52763,45284
80479,63159
2550,49287
80157,51947
2767,34230
53846,98709
69357,13503
66396,40000
3045,12213
98472,54281
70574,67569
86909,79163
27109,64372
5045,19254
3691,45341
1760,48308
14014,65054
69312,68203
68141,19699
46334,29522
46614,79935
41176,89777
88861,27459
8339,64701
12869,6608
76640,2657
15771,69723
88361,40599
88154,43632
73412,21922
41438,18302
46180,96232
9455,38504
29660,17135
6337,77501
28049,89990
50731,99185
44837,37628
37075,48498
12149,49616
75892,59632
2443,92349
49033,61800
18156,94709
25419,46609
79163,77958
14801,76984
53206,34994
55142,89279
11137,88276
4953,17402
15904,76780
1212,27542
22488,86726
44035,45676
59858,82362
45637,78045
97779,91105
57166,51337
20578,92907
33696,54193
82318,49010
35096,25432
90579,88703
51177,45021
93345,66861
66891,34252
90357,39545
34656,53430
10689,2940
76970,75847
99082,67290
48794,82737
50720,73192
75083,63643
8570,5897
9419,39316
77691,90554
17566,62499
96906,36458
99518,36049
2228,36467
78024,39349
47789,97351
7789,28166
36644,89781
88607,12950
49200,5127
59352,79315
69532,23887
1045,7948
57382,59089
38157,36634
49590,83644
84243,79432
16980,73566
64969,75558
28879,49564
48258,32965
74903,49588
16349,56094
20019,37357
17597,58767
32637,63156
61045,16156
88791,86734
60851,9614
69244,93422
68392,95296
28384,66938
83148,695
16327,75988
51771,91119
21802,97613
51653,50893
98530,95894
4988,37457
56188,11862
2236,40723
93246,18396
17395,37784
90543,57192
31574,23035
81167,55634
27603,51361
75456,28391
44874,56423
8909,54055
71601,82538
6243,28947
93967,86735
14403,73871
87463,62286
17140,37497
94348,13647
66834,31885
10806,52987
49053,84878
26968,75630
57494,92334
18035,74216
29595,62758
16287,31791
87778,92007
60626,76075
48592,42600
19053,14842
1607,60288
14372,82009
51787,25974
69166,39843
55391,89916
61644,78826
10392,50226
82530,81151
63061,8484
93623,7903
21232,70148
96205,22163
46518,85268
69819,50428
52328,98712
92500,76785
27291,80913
43337,54397
5267,78547
40740,33096
38883,84250
78395,76558
54422,76276
37407,17931
23764,38972
541,40604
74621,17132
79218,56311
23937,48867
65342,63788
68055,83737
31112,61018
64999,54587
36807,6382
11578,2112
27257,99008
75114,30519
69059,49324
27078,30732
22373,53788
14138,46043
37544,2843
11737,68288
84137,88996
35886,75798
69180,24091
10158,68334
6880,57627
82079,50313
80113,42761
51486,97571
56420,4905
80182,61416
11576,76887
51957,2410
60950,31755
33271,95391
70267,51620
82751,38845
67333,19755
21132,74324
34035,934
29953,13958
73586,21152
93381,13500
45968,63223
43132,84961
48300,90997
32162,6809
92987,14883
45530,52471
40560,56096
31021,18246
7613,24578
80738,78926
51665,11533
60121,23449
29088,17290
17664,90348
42869,94932
82533,95690
42815,81531
21261,66346
28747,338
25892,98074
64322,58469
83931,97759
83841,7173
1879,82217
3243,41983
44562,22381
56018,10400
95381,84315
71930,15342
60887,81067
76972,28682
64539,95704
2475,72048
96792,73343
61890,51522
27752,41953
28211,87871
54451,77341
38284,21780
29110,98617
98322,51282
61666,20897
66586,1870
97589,85704
59741,65365
1503,72148
14862,79262
33061,8186
97024,99427
61694,4057
16148,45765
69358,23713
66333,31446
29626,75054
83305,42524
84637,48230
26250,8438
98236,2030
12856,91531
35184,96944
28668,47920
33625,86435
79768,98177
82876,6808
30268,59561
21993,16408
35150,29327
89475,79425
18306,58965
6730,89115
48367,52538
9008,6778
19738,46040
75347,16442
93956,62018
91945,1875
12802,411
19947,44726
70319,2707
50805,34964
35113,81335
75372,12420
39031,32252
784,75380
18352,51716
20823,93821
61608,62583
32342,77555
728,93820
12111,88864
3278,51478
99182,99457
56781,15285
62712,5923
87069,89372
65602,16527
87703,96395
72837,87683
57372,80751
77880,43756
74297,45027
32711,44861
64083,57171
18828,33600
10805,72094
73935,93512
25042,35922
2892,44859
38281,18668
47526,5422
39756,42354
54296,80811
49419,38145
85433,4621
61838,70017
36765,66636
28763,89281
24840,82318
38749,73332
39597,74434
78716,74459
12633,27768
47563,10112
38188,2761
68735,7993
52044,28526
99252,79737
16387,96253
8845,98271
27413,10510
16570,10439
44079,51474
21290,28659
71222,61920
99055,57460
69686,79906
33953,72810
24673,84641
57227,68090
97164,13767
81897,76393
66302,28277
79816,83041
45109,18403
78814,51900
69475,48360
47549,75112
70199,43184
2869,41881
85435,70553
74205,95682
74044,86204
67449,54593
44371,11024
74792,5896
97699,55694
11188,4114
35228,69654
3037,50191
51749,90670
11106,82991
15614,62877
86481,20448
12975,65924
88654,59025
45839,99302
29470,17608
52116,91362
99488,39818
96760,37677
79500,9484
93336,84311
21775,93912
2046,18760
75017,87845
13800,78395
19501,27407
59785,4551
82837,12057
35806,34096
52955,94550
62682,54289
85012,32963
19238,64870
95131,90973
12589,75892
49854,25880
99367,83909
32050,94103
48465,62543
78404,71563
4762,81732
80887,87475
27516,81533
53881,31229
23612,38230
22647,28671
22629,98607
13848,90597
70253,68741
45602,68460
93991,83314
89121,18904
37897,12328
51098,76319
19576,79943
92117,34421
16448,71836
22408,24268
96493,71682
90415,29444
30500,71873
18197,77444
34156,91103
50268,37564
59520,49045
56222,2089
83236,39109
38577,68365
10788,83631
54747,34219
30040,27959
31671,38245
63595,48462
67366,95077
41707,68339
85552,27896
92312,57618
97179,32733
15856,38073
65679,67509
68785,33204
67643,27197
59692,89019
16970,93274
19321,89370
91549,18246
43576,73159
62965,67051
7872,84879
23071,69389
95762,64471
42621,57414
35542,2414
94616,36681
4692,79530
26734,32475
32715,57879
3620,9923
37155,14217
33964,9076
44067,77465
83338,43508
25293,69012
61078,95153
44400,37342
91912,98175
34025,43214
3887,56145
39965,79913
16892,43990
4852,80371
79321,75634
95393,38107
44959,17998
86156,77336
53665,10144
49435,68733
58667,59416
22778,26618
13821,78542
59020,92773
4780,31635
12888,63289
27450,31403
17135,78064
37551,50891
47865,62382
3787,52265
30957,53414
86628,72444
71686,22795
40148,57413
14969,25498
22146,59566
56736,50874
21446,75233
12426,93707
69808,17504
55535,37483
24572,37393
16532,81929
54612,59394
32382,91009
9995,73822
50730,10933
42797,91504
82222,71131
44,33245
57712,53136
70815,3207
52999,3919
12393,41467
4816,29736
32134,1793
23675,66294
11779,84303
42775,6301
72756,46964
48797,26136
29134,26611
71278,49517
93021,40918
40498,43974
10575,96287
31831,3094
469,22732
12012,94172
5599,44100
20130,37877
76423,64962
64530,79618
39120,25040
24284,33188
6939,89845
18163,88848
93476,87971
52622,30147
14187,20541
44273,29008
93358,84764
9146,8879
43919,64743
20982,22392
52123,38193
10321,87566
62233,95756
25805,12883
87322,71304
10497,9363
98725,98069
66822,41430
7415,33443
12551,50351
99961,50683
29300,26806
99531,87673
59852,77587
1383,31375
51343,60878
24937,37747
2319,13324
3406,6326
62948,75982
23558,88450
51479,42663
27332,66891
86688,98821
53417,29224
19766,60981
87770,65884
13955,7413
28500,41065
38816,48422
20631,71530
32130,17147
45062,9981
81419,97686
29390,31679
68719,71564
64837,36274
82094,10518
65715,53829
37667,15716
48357,69017
30285,5561
69833,70721
35600,53634
38490,77107
93123,24298
64961,68664
96824,83814
54372,79669
56099,46971
49435,81667
62584,95043
42909,7252
61430,50158
18423,76445
87626,16646
95826,88789
73482,24401
66171,74701
70983,7152
13497,97883
81165,32576
60080,76406
79873,35104
86958,63483
46670,25027
26046,80941
12157,33542
95732,11537
43278,71847
56130,18943
12628,91507
92430,67590
84065,55643
72606,33498
61893,34206
31283,84009
80190,95557
69447,69821
76742,73471
57943,50714
37775,68015
24881,44700
40626,73329
17882,29811
75407,57094
55767,20834
40826,24099
12540,92001
40161,18319
8577,89683
584,49563
88159,43937
31821,37555
91583,21895
32432,98158
35884,11629
61015,76603
85166,90184
76748,75117
57813,97366
97191,91297
14573,20023
20745,35032
8440,6061
3284,63813
67050,40240
87766,46192
31074,44746
13727,25840
84437,49455
50869,42192
99811,76040
60603,37074
79546,84021
12952,47355
58483,63222
48655,66467
20371,22175
18252,75904
27968,84468
83405,63343
80091,14753
71128,54034
99819,93245
17250,86918
72666,97739
87561,75492
6499,52651
14652,85312
2609,98870
96037,37779
12495,78496
83102,65946
81516,26577
88500,73088
95139,86182
37491,73132
97652,28968
72362,53370
89812,97811
35133,52709
95000,86677
43086,42038
63469,69092
77134,72823
15388,53250
35871,92135
41059,45168
72117,86273
46557,95047
92621,8215
68036,21802
35322,81847
55589,97061
73293,80001
95177,78324
89927,55938
23960,68029
57227,26959
35126,69442
6304,57792
47910,20247
67963,84655
81191,60595
50387,61635
14043,78896
76717,16210
30372,9950
86536,8925
17330,44874
36785,60689
81653,4093
29254,17716
12502,45493
2356,54181
6612,48957
43489,18312
83798,97626
80040,16346
2072,84000
26676,86902
53666,10372
72685,58116
65937,27602
79602,79583
63446,50977
74409,90486
90498,97307
71447,11081
77978,96993
30909,58548
31213,8568
44893,5085
23025,60859
60805,409
38682,3127
74094,24356
65113,34501
94245,63504
52773,69452
91911,17383
25833,96906
95942,88359
41253,32090
65966,74847
11659,44344
84740,84009
55501,60635
97568,43122
46493,87527
38468,26386
15476,30405
5133,12738
93674,78747
51261,13512
54728,52067
8968,37045
75354,55300
82129,31073
33107,33706
13434,9428
95625,59175
11530,19592
82316,90283
93514,78262
21970,11552
52132,58649
42022,95298
4468,25808
81014,13275
64919,51655
99379,9107
57406,95825
63997,51494
45813,96084
93190,69674
43448,85249
15219,76473
67227,38773
83270,42075
93987,74545
25924,88775
59489,98834
81447,17214
14866,69147
32141,83078
88526,3283
26153,9755
55472,38666
20624,81143
79460,99904
11061,94484
78842,55622
24075,93086
26573,28241
18301,33276
21212,52798
62389,73917
55557,73310
43530,79190
30168,49286
17590,27610
64907,97728
79984,8080
36896,62696
18855,39078
13802,31874
75307,25106
6918,32978
20830,94459
59422,65990
43757,60540
89234,87499
4124,65554
18683,47851
36383,20968
61780,16133
60623,92419
81305,25440
5019,60971
11050,16850
53890,99859
4513,84525
2595,49653
2724,52576
95447,29746
98808,1715
29080,92624
49307,11415
37824,29768
1653,65283
22021,22247
74615,12959
33233,4471
50788,64711
32584,60765
38694,78861
35169,45013
50732,91576
7481,30711
95050,99487
56614,61193
25434,5107
50911,87656
51526,20999
51227,41053
83417,38182
44254,94735
38879,63901
14108,1169
48374,9058
61911,61957
85411,26814
20044,33796
23145,54393
4603,68952
20460,69262
92087,75289
23200,64906
16770,95431
5667,59913
50090,34912
21782,65259
47792,35579
29209,4963
26765,82567
39349,53743
51753,67187
13890,75686
76764,19541
72988,31833
36121,15788
2004,57114
11596,60251
8400,40517
30657,96947
30489,15425
6849,83833
29947,85504
94765,49852
88046,90405
21526,53066
93947,27217
70089,31214
81302,10297
73263,23124
35321,91062
33433,10226
36302,32993
21437,40323
21996,20961
8918,58919
7707,93835
58747,59424
44199,5828
36022,37763
29855,28231
73874,12639
14140,30759
60003,73845
20887,86938
39593,76115
39114,26370
87330,93861
10325,25919
94043,67477
31327,31090
39043,21950
25397,5946
93605,91798
28482,40951
33804,3959
17152,50604
43947,68047
67299,37258
46792,87183
32997,83597
98352,3375
30513,78289
88048,82406
97421,55493
46375,2906
60410,74633
937,20071
90295,24266
45302,95055
75781,61643
29291,75857
84933,83829
16077,65640
35829,36489
24287,37857
92480,45358
48956,61099
99242,9059
52647,49751
35118,6978
67821,61396
73688,5530
92152,17698
92739,90907
86851,11708
21010,21984
75601,85568
63661,30206
37161,26577
55456,80805
22776,44305
93637,48964
32544,94652
15722,27185
51293,46567
59906,54142
68926,20144
41777,98607
79565,44388
82718,13092
86829,94755
93948,21089
38885,15099
97627,48293
11082,75745
78359,78343
69020,65627
79318,16966
42692,41852
81116,48059
11750,84781
8328,11472
17944,43119
9743,9387
98459,18054
608,78332
156,22643
60449,93734
85621,18069
15388,82424
69011,26099
52542,18319
16478,65413
63483,46776
81168,63979
43431,400
39270,14994
79169,6755
66921,19854
27249,94432
68105,68386
49190,31103
72422,33356
95990,87220
36774,67062
62931,10239
37373,78376
19607,72527
31045,50599
80988,2542
34960,5845
7546,5021
97097,16275
73522,45265
25429,52833
85558,98438
84916,52296
10126,15535
12745,34928
32300,45679
7723,1363
52574,42997
45061,40924
41879,28743
90107,25194
11032,89015
52668,64202
95008,12984
1716,52598
78972,64763
17668,75757
69132,51789
29080,98571
75548,197
82624,84656
47514,97309
52218,57442
55669,99465
19391,67641
5039,46631
94006,65485
21041,28381
92682,71051
2474,24453
87762,86966
37009,31967
56055,46889
98407,89910
55070,73423
78189,87445
99752,68553
42973,96746
6227,29618
55926,9364
41920,26559
87248,32126
66006,94129
45577,95690
33743,30674
14821,29514
94056,77667
1480,32487
41481,86397
8238,53415
73066,43014
92531,15161
42175,8211
54880,55348
23691,13641
85100,45616
36151,95377
46786,22161
51801,25141
41233,92507
22295,38259
5000,83628
75731,14407
97956,36251
54464,35609
64515,84174
56572,50476
88048,62474
28296,80239
32102,48640
31971,57293
45483,55377
9651,62095
94990,98936
16482,35579
79240,4198
34511,94788
61226,56908
20687,50018
19994,5484
43717,77940
16427,52693
22261,13517
93422,31532
91854,8518
5101,24469
89611,12457
16809,23960
83218,15781
36113,10698
40959,82721
324,73961
37216,84817
76001,87232
34252,54692
11731,10898
43404,37341
82581,72346
9469,41131
29432,14390
91671,21144
65720,27671
84623,54874
34644,82337
15519,76664
12207,62251
75374,11923
73984,64160
79865,64078
10129,882
26723,44818
35166,25207
37417,35662
68868,81379
97693,86212
26215,4152
3542,23312
87156,56322
58812,11238
50217,83380
72316,68213
63034,22408
24342,17404
76275,30487
83037,87121
20395,83193
76823,74360
69102,145
6969,61947
57988,42095
16980,63557
78500,25522
66105,9933
82332,56527
24417,26610
58595,14562
49925,34295
1133,43992
74553,87050
52240,70608
20253,20915
3541,45429
79918,91206
94065,94600
44587,76563
58512,5153
3071,83470
80255,79943
2401,29903
89794,56664
94781,61827
19474,51126
78020,94319
58599,14056
22117,44849
73243,20190
47076,59141
33112,47271
37782,83280
50573,21612
26031,60746
44152,16265
88153,79410
12688,95692
88988,94909
70740,15309
22106,75700
28233,32738
76316,81842
19959,15719
49666,35742
20049,2315
79905,92799
62452,36199
97752,42259
36751,30409
49746,53346
79238,192
58159,26976
71857,3148
58943,87973
30065,72918
38278,23606
26373,67287
6796,84455
1771,33375
35917,22323
38659,40611
60925,11818
80915,69369
6393,53851
86816,91387
99173,70892
55388,34350
97203,37316
22398,58581
24351,89387
28853,42954
21440,51140
86867,80715
93350,46290
64820,65886
67020,35144
87739,93152
36439,75968
26730,12026
60430,53397
98912,10731
28707,16660
43018,65047
35868,11144
52491,29143
27723,8608
1500,78544
10814,81679
45319,16164
67370,96131
3183,3277
7756,65777
23525,91589
20739,28230
76473,39179
27620,95779
67976,63329
42509,73772
61317,85865
94814,79454
5242,55525
71484,31782
74314,45967
30487,26935
93612,69102
43381,89972
33028,44049
10252,46711
17744,31270
83228,21215
57191,56357
4346,33391
51704,28520
86953,11789
32973,20470
85389,83056
86503,40138
18791,93083
16898,14511
51659,84125
9723,57203
28709,390
99993,49834
30057,82644
50402,97584
61075,37358
74172,11204
53868,85310
76758,99285
62465,7319
51929,20457
85539,44482
8266,45223
53003,12141
46362,88236
12622,15051
62553,65910
83905,56472
45882,88660
63730,54739
85310,22250
37825,5537
36755,52511
42935,13768
33873,94547
2399,41255
75797,28025
49349,13786
65922,21134
86939,58672
76208,22980
32620,59983
56574,7298
76704,72235
20852,75316
39023,18968
15054,3731
39796,48558
21133,36268
53999,41552
80154,78462
85657,62299
42895,52266
86071,14877
33509,44524
90522,6179
21143,49881
12154,26684
69793,48563
11435,51967
60225,14528
12103,40802
31531,81928
18695,28059
10742,39192
47091,4546
9260,66569
53026,53293
91432,78895
57947,23321
38434,83284
59977,8817
86734,31756
38457,63278
82310,88424
47783,23302
61852,8948
20115,35082
74380,49463
73764,92232
67082,53104
60155,94125
76537,53711
62062,94418
59051,7585
7489,70972
15423,39299
45156,15234
93690,84741
37925,33644
98575,81205
82197,23445
23160,88946
77498,32266
93813,19072
5350,27007
3095,77437
36500,8606
19292,50215
32867,60142
32153,90277
6312,47627
11097,29015
78126,73863
91339,90794
13726,56441
42035,48674
97073,16527
26444,32066
31943,25271
88655,13661
71499,24170
46970,78948
54309,99556
36482,38773
90206,26261
16544,97208
37519,33341
18480,86592
15685,11491
10461,99105
33507,72677
79384,60877
41946,8873
67240,73249
32213,28336
93948,50948
764,45483
99121,28238
98432,61694
93470,26545
63093,22581
4695,19386
80825,98299
79607,61588
85078,99931
67926,56294
85639,82876
27592,55761
36916,86870
73254,64219
36270,89150
85102,25977
72670,28888
81749,71403
12546,21854
65672,38141
9673,45487
93513,14915
14801,97087
34078,96963
38062,82514
32814,11088
51450,13029
16879,56626
58998,1942
938,50819
56572,60534
57049,33615
37158,2274
18490,52094
61502,56089
80825,64809
53919,41390
80504,4764
93843,46805
42765,9638
65996,49448
88693,33454
33652,85447
61040,95862
38688,92161
60507,2720
74478,75728
71399,32509
79361,9103
65889,7889
99637,25582
64979,72730
9734,64161
70580,70498
44603,23293
57110,26564
24721,31123
63493,41018
20144,70000
8065,21718
83085,11107
27734,32487
7090,41003
13090,10723
83042,49450
71292,99741
87707,76321
74240,97982
19423,57309
9245,52939
73271,15860
71611,50319
8591,21106
89446,17911
49729,78269
28773,36249
92064,90775
8552,44023
12524,73793
47288,156
57153,70659
26709,72201
36089,69155
62454,80698
73444,33837
98279,99846
54935,6680
7418,56082
58793,51587
27400,57239
78442,78705
4391,7565
46894,93503
65105,31697
2851,15870
1272,55909
85976,62792
25746,8571
96287,20687
46586,7852
28389,15711
53738,97983
3670,60868
8408,96811
49848,23386
49781,14750
30354,10354
6858,73290
29182,79663
83949,10903
64477,48620
60942,91922
29665,25620
31818,36116
95329,4849
5073,33813
67642,50512
2946,27924
13421,42975
11496,23607
59962,67684
77064,19831
11033,74178
50896,61133
7154,48952
76683,41041
91076,7431
78935,23411
34214,79658
21705,79582
66572,80926
81557,39129
50263,16083
20126,45579
5610,96747
63695,18625
84588,57078
61276,49207
49142,44946
86542,3165
40170,50662
9512,71343
79462,574
50576,42820
60733,58913
43312,19021
18977,31063
90699,97893
22829,57429
52216,64291
58610,71195
70821,50079
16503,54028
10576,42748
60616,94305
28026,40959
55709,3864
18903,3484
53108,50259
994,69468
86700,87005
33575,92647
22040,55042
1731,28758
56341,36000
77605,20968
12139,67861
17050,3390
84805,35413
47364,94990
73623,16617
69476,83470
53930,76702
23077,94177
24324,5145
91443,40759
92187,63702
34482,95341
12026,98027
55079,17671
35062,21060
54466,50783
54373,2292
96107,84597
13926,33442
93927,62124
68733,56595
2781,56282
93311,79124
54268,52299
72846,47049
91461,47662
30614,91220
61249,3467
27699,48923
30708,44243
17867,1725
70015,81379
15322,7974
14447,94156
62074,77506
52183,985
27275,44828
88760,37413
96574,74721
71978,49744
67502,94290
26875,9994
64984,83833
38954,76712
57568,62166
79984,60733
61372,86008
81295,38903
88549,70383
68177,86773
39183,46185
21730,71328
50414,17483
31641,63882
94095,75216
21456,53671
4697,74390
72482,18071
65657,64483
9396,77225
20827,50324
59882,23731
97424,39681
67725,44951
61377,84749
57068,16127
91961,52855
77972,45325
6715,45886
57623,67623
69649,10597
78499,92005
82471,20147
18676,51686
99533,59166
9272,62287
51757,97086
2054,40753
38882,19161
43918,52322
6121,5827
33101,86516
32652,92047
14456,84711
73964,2334
43720,65954
48981,72745
86390,3517
79501,94900
56410,56276
84908,28668
46628,25841
53884,61225
62436,32585
7556,17811
82607,34606
8441,80737
7337,50956
58613,21783
54853,96325
28161,40834
96595,46706
68813,98114
13082,73194
2546,26116
18158,35384
87802,21309
83038,17635
97259,36765
68129,74253
75511,36066
17222,89281
63656,79981
85968,79776
4143,92721
5735,5254
75438,15672
25768,69545
29866,29797
82631,38852
894,13456
27040,72057
53344,51951
12781,52845
837,61498
64905,16402
33975,6706
27496,52702
71963,41002
96119,14165
69949,75262
55833,49895
58338,47495
48230,42338
86308,80449
35448,41653
67841,1462
28389,93579
59334,28620
64429,93611
87221,13139
24203,96869
1982,74931
15440,53989
3905,27759
58165,71900
33327,88869
15081,38479
20600,35242
70024,30077
13944,79599
21990,31756
32744,9881
60136,85930
10974,82962
443,6741
58297,80072
99799,97136
16189,69628
37620,52982
4090,33056
97276,58210
42776,19897
56260,10975
96105,22922
17684,15468
95346,83099
17141,42868
67264,33949
83100,30734
28857,69146
65238,65939
99647,31618
60257,97362
35131,18073
93769,95007
30126,37063
98445,26825
84935,97827
20821,3013
58888,12093
95519,3038
40868,39159
58297,10799
6768,56411
63280,56443
43455,70122
22875,64671
37323,80494
83963,44644
56410,80958
15303,79271
17491,92377
84206,33760
22858,21578
39891,6958
63110,47996
61692,73965
36562,32442
81965,45822
96673,78829
720,83862
53710,53649
42409,80709
28342,8956
85296,744
61261,58133
35482,74384
6527,49259
78722,83719
70669,91957
18589,22323
95067,63698
33375,84292
55883,26925
22978,37730
37069,84217
70868,94040
82571,2428
7025,48473
22231,54947
32863,37046
76372,96869
67208,14833
19047,65968
29834,92254
96672,31595
78366,58376
3972,65859
65279,71124
89219,61245
73559,73590
26679,99997
83314,59207
74778,93429
80738,66702
28047,18122
6537,58391
64797,20851
97966,58402
94930,15824
45868,75034
33895,16277
11523,82180
34342,14494
40670,29505
94787,4545
69538,92267
73607,75524
54043,11130
89221,75869
21930,15120
34716,67284
31,46461
97373,65564
61251,10778
50315,71878
67989,81248
68575,17384
47293,23148
57020,6942
17596,4236
73769,37949
10077,8949
1601,41235
38996,79294
96423,2402
85662,84801
94550,73735
76011,61444
20782,80894
30835,89345
31176,21440
41668,29633
12963,54553
94603,42233
8854,78021
38553,94794
69957,9969
52599,35741
93180,78442
9454,9441
80601,74510
94049,29515
53395,69901
13880,16110
59370,77371
1141,38941
30322,90637
82320,12688
13049,15665
66968,24237
8959,42046
80546,12948
2874,34464
33296,23121
84623,6792
97320,28890
84782,31264
34180,8690
29610,73713
62313,15198
41282,28055
29737,79285
14860,39827
35837,85319
6919,12409
70193,57981
76323,74596
37580,76257
81826,87076
78585,89005
18856,98493
23937,44384
73825,51359
59024,7712
10763,43779
18593,22160
39436,14757
70836,47782
39253,12113
51809,48699
2478,77195
39179,98072
749,14776
48511,98358
94902,88360
16827,93420
50674,37813
53676,2601
10406,4373
96062,39063
78849,26693
45662,39388
39625,43297
47306,72240
25907,96530
49142,1889
22118,48477
95210,96969
6299,32491
52007,70041
87120,50395
27213,93429
