S_i,A_i
956,3738
54,4389
4000,4593
1159,1255
1918,4210
2724,2734
2431,4060
3370,4146
2135,3802
3112,3940
2566,270
3181,1628
2294,2071
3828,67
4786,2227
2358,2445
1462,4052
2150,427
3921,3328
3455,2298
2439,2357
960,401
3092,998
4698,1361
380,4202
2557,562
1135,1162
1212,299
1944,4429
4046,3545
3699,1701
4380,2478
1125,4789
540,4169
2518,3117
781,1167
1134,1988
4740,890
4125,1109
2452,2989
793,2339
278,3370
3019,1922
2424,343
1356,1483
3218,3162
4065,1784
865,3465
3708,4364
2840,230
2515,1545
4054,2165
2338,1957
563,4900
3651,2982
2121,1113
1838,4757
3717,1277
4205,72
863,4584
4048,187
2783,1410
4191,2088
2898,1918
760,956
2920,4335
3722,350
3731,4914
647,2150
4524,865
1545,4937
4245,1338
4758,4210
612,53
4218,3232
336,2484
2201,815
2836,4829
1833,4323
2692,436
4845,4405
580,4286
554,2298
4791,3090
4645,3401
2219,2977
1735,1972
3732,783
2602,4817
3849,2149
1883,1880
1560,2443
1704,2233
581,1018
4139,1458
2974,841
2292,4373
3273,2052
225,1169
1369,4801
2148,4111
1961,485
1229,1168
72,2479
4248,3588
1392,4311
3669,2525
1841,2312
1556,2869
4570,3197
1106,966
1955,995
4369,2215
654,4591
327,3915
959,3647
4603,414
4621,4550
4383,3220
3068,4725
4255,2886
2468,577
4039,1692
1457,1588
2417,1295
2732,1021
1619,4134
3577,962
3597,2615
2597,3426
2676,531
3772,1673
2115,1383
3286,1243
262,3465
835,4676
2404,1802
2158,4248
3069,1347
223,2922
4291,2164
3732,2
4422,2811
2353,597
1058,2349
2233,3998
4277,4550
2368,1730
443,149
2762,134
3805,1573
2670,1574
2687,1566
1467,2096
2530,2064
1233,4781
2786,3847
4865,3765
4487,3160
932,1094
4577,3322
64,456
1759,2088
1130,1372
1367,3022
3162,1066
2254,3294
4056,3884
2641,640
3242,3220
3340,1863
15,1992
625,4060
1226,946
826,3485
1342,2486
2284,1395
548,3401
4690,3136
550,3629
3552,330
21,63
2450,467
4370,1538
4656,1570
3548,3238
3333,3158
3244,1092
3209,258
4159,2765
2703,4501
4144,1631
3876,972
376,1698
2708,2692
4591,2227
2932,1707
4093,4066
4661,3934
1933,2342
973,3816
2537,82
2067,4068
683,2874
4873,1133
4660,922
1144,985
2028,2839
4125,4383
4038,225
2074,1688
1161,296
4439,154
2174,3447
4240,4657
510,424
4748,4110
4373,3540
2668,3534
3924,1612
1608,2223
3039,4805
4106,2056
350,3954
882,3791
2686,1407
2421,3658
3495,4895
1912,4521
4983,2702
134,1237
60,65
2649,1516
4839,2789
3261,2272
1285,3208
1313,2420
2776,4475
3562,959
1539,2284
3760,3118
611,2575
2409,56
10,884
1534,4103
4204,21
756,2381
1963,2488
997,4379
1421,2314
2934,1539
4529,4248
7,3308
3791,3929
1252,1295
2448,1653
1909,4709
101,3244
4637,2587
2498,1297
1358,1837
771,162
705,1426
2572,521
1028,4511
1800,1803
3893,143
3607,486
282,1718
501,1289
1471,2278
1357,3785
4638,1748
793,3234
3230,1935
1161,2278
697,4115
157,4212
728,2253
3956,4592
2536,525
2919,1129
1924,2934
4152,4492
1267,4108
41,1622
602,1064
2112,1692
4336,3863
450,653
3655,3252
4970,1684
899,2337
256,1223
3808,4394
2054,4990
664,4969
1202,4854
1557,1747
3956,1382
4771,3658
2462,2912
4875,1878
2864,2836
136,3522
1207,4845
2438,1088
291,2192
4020,3376
1698,1916
66,731
607,1384
201,2596
1010,2284
2170,4734
4258,2281
1078,3809
4053,4506
4607,3064
3635,586
244,965
1045,3695
1769,4680
3935,4374
3375,2154
2698,992
3278,3977
4511,4270
3011,155
3028,945
4288,2
3624,396
704,1793
654,3045
237,4434
285,3485
1328,3683
1396,4701
3883,2462
598,1315
3944,4299
1244,1523
1378,1581
2350,1485
1881,1360
1170,1683
290,4800
3774,460
748,1494
3164,4499
1098,833
1926,1645
2193,1050
1584,3704
2069,1834
3402,1215
1114,1605
4803,4304
1530,3960
461,148
3161,3485
1176,2258
1541,4688
3948,1381
2175,1113
1499,3593
4679,1551
2420,3488
1289,322
3889,2816
1255,1375
3608,3932
2804,4336
4167,4345
3698,996
2318,1913
3259,2762
2045,4749
1626,2150
3794,4931
3847,438
1646,1025
4274,4419
2415,400
2199,2372
3521,2949
3547,2797
4665,2557
4434,1981
3193,3921
4794,1074
509,4462
2412,2942
3300,875
1246,990
177,3887
2740,3926
4680,525
4556,4427
1269,3474
3489,988
3891,509
729,1836
3442,1923
2847,1836
247,15
2113,3539
2917,1284
1296,4974
3649,4240
1412,4571
186,3781
2577,1892
2908,4909
2222,4180
1380,4089
605,3117
4545,1037
519,1888
1874,4490
2906,781
3126,3551
1622,910
4205,2162
4736,4546
1883,2341
999,1585
2440,3036
3943,414
4607,834
4050,3877
2590,1787
2388,1713
1803,3878
2324,3891
4739,2284
2609,2972
1832,218
4782,3030
1175,3890
3414,837
1971,4518
17,508
3059,3350
1950,2114
3707,2257
1945,4390
1257,4567
4101,1128
2730,4662
4973,3869
4415,2998
2489,2881
2840,2599
148,2540
894,2579
4488,3983
4923,232
2293,4138
428,3117
325,3278
3836,4880
1468,2295
2139,4952
1857,4994
1053,1583
713,4548
1100,60
2700,4924
425,2456
3264,4467
2427,364
4146,4727
2410,17
2114,1618
2169,4048
2190,4003
3974,4638
3969,4225
1234,3445
4180,3482
1276,2423
2651,4252
1592,592
2427,288
4732,959
3623,903
2212,3957
1433,3608
283,1934
1623,4828
2948,2177
4827,4557
1989,2628
1654,1881
3346,1150
1221,3523
4013,3821
2657,444
3577,1619
3927,1773
1425,2812
3018,2156
4710,379
2104,898
4461,2519
2949,4153
3270,1310
1637,4646
632,1612
3186,4044
3630,2517
1989,2100
861,2194
3083,3611
586,4079
86,560
3580,2445
2648,1390
3955,1721
2862,1163
4946,123
551,1842
1697,2401
1860,3153
4805,2441
3152,2366
2821,4655
2343,2107
2983,424
40,2468
245,884
3667,3704
3401,3758
3063,1137
264,44
1914,2519
4732,4938
2169,539
914,2577
1047,4979
4687,1313
3301,2397
2513,413
4562,2052
783,149
4420,3073
3871,1266
2351,240
1791,145
2729,2065
3501,2960
4493,4065
4307,3618
2414,3619
3538,4098
2561,702
4627,1976
1207,4861
4509,3568
1558,1527
3756,1792
639,914
1285,4937
4574,1307
4699,4505
4256,1923
4171,46
2253,902
3333,4946
1670,3744
3392,3621
38,4139
3535,1900
1345,4725
2917,3219
4067,2701
4551,2179
4768,1793
1012,4786
4031,2315
2030,3143
1257,4081
803,2106
992,4021
1425,1199
1226,4489
1983,160
2470,4214
3440,3764
4338,1186
4291,4115
2745,1712
3966,4544
2032,4331
871,2443
4768,3282
1441,1957
2418,78
1293,619
3110,2103
3423,3477
3694,832
2045,2263
1228,4951
4360,3411
1033,2473
4361,1083
1481,1506
4653,2104
1855,1081
1330,3781
892,636
2612,1054
1700,2843
4018,4251
580,2333
4526,928
4493,502
1473,304
3015,2306
102,2749
4221,1068
4056,546
2300,111
2139,932
4542,3392
4805,474
2853,3311
1957,4110
133,2429
254,147
2502,2980
2992,1485
3068,1222
3355,2566
2280,3198
459,3305
4012,4951
1461,3345
4122,4486
4164,1897
2040,2423
3064,4314
76,4694
3547,3366
1969,1
4704,2588
3283,3879
2965,2632
425,1648
3627,3286
2481,3972
4208,4756
933,1869
1907,121
61,3925
2461,3568
1329,4239
3297,4679
862,1002
452,2714
36,3411
4395,1759
2998,4103
3905,4052
3151,3243
1586,870
3575,606
4987,4521
3584,2061
420,3051
2038,4009
3453,3622
275,2087
678,2622
939,83
3266,732
1449,2745
1174,507
3310,505
2563,3678
4883,4916
1832,2218
1021,1450
524,2402
4119,4432
2609,717
2215,2781
4002,4663
2664,3293
372,2826
3446,268
3929,1980
3824,3600
686,982
4152,4419
1479,2065
1331,230
2609,1003
1477,3067
1930,1330
1127,72
3284,928
4729,2067
871,3662
1901,3901
856,2347
2096,1516
931,2365
185,1282
341,4869
1391,525
480,1062
4107,2018
2129,4203
3446,1541
3051,2603
3618,4039
2575,2130
1543,3717
1471,4884
2611,2369
525,1356
2649,1439
796,659
976,3242
4775,3605
1556,3241
3283,3034
2231,29
4303,274
352,2282
1616,4194
3234,2706
1503,3338
4281,2343
695,4514
3521,225
2595,1650
327,372
15,2953
4608,2268
4296,758
2001,3377
4853,2831
3426,2597
3392,2814
3356,3247
3242,1961
1625,370
4528,78
1343,2719
2092,1759
3838,1703
836,3207
3676,3438
4998,4106
3784,2570
1024,2539
3258,2150
3243,189
3235,1519
2583,584
258,2201
4479,1433
4131,436
608,3738
2349,2849
2494,3545
4933,3283
3304,1461
3480,2405
4394,4682
3930,1635
45,859
1514,1704
522,4647
2978,3238
3180,1323
3258,4685
3895,4874
2808,2936
1689,3196
169,3356
2297,4692
3221,1133
981,4631
3955,3524
2849,4131
4308,3272
219,4489
927,1381
2879,992
678,1790
1868,4262
4805,4092
3903,1418
4058,413
4702,2175
556,3113
4543,2526
508,3261
579,2985
3959,1565
3475,1948
2941,3383
646,4938
339,3531
1174,4430
1552,3167
114,279
3229,2603
921,891
3506,4133
89,1810
775,2126
724,1933
3823,3014
4804,1207
3511,1007
1272,3489
2153,493
2163,339
3600,4771
4488,1375
205,3478
1572,2018
781,2691
488,3365
3955,1396
3424,2227
1387,96
3670,672
1432,610
810,1607
4241,3780
972,1310
3691,210
4279,1914
4770,3753
908,2723
1610,2466
4111,3700
784,1649
2525,294
4364,1595
4649,3826
2911,3741
703,1726
2357,3065
2840,1160
1252,3048
4077,3557
2673,43
336,3807
2277,2277
4990,801
2338,1288
1520,1862
2290,3783
695,4772
456,2798
3788,2074
985,3653
1704,1454
697,2836
2347,2465
342,4846
4551,3918
2118,923
4218,1134
3338,937
4976,4991
4170,4889
46,2760
1188,3340
4700,4603
785,2350
4495,4226
3773,624
92,3374
4816,2787
3197,1526
2659,629
2442,3235
2848,4341
4781,1519
3224,3218
1948,617
3588,3914
3814,1001
4276,710
1907,232
3081,1009
1314,737
1446,3364
4144,1957
2068,1316
1764,902
4713,3572
3487,352
379,2825
4176,3979
2467,4795
4940,2518
2918,1988
805,875
236,1267
4798,43
1692,3294
3226,4116
2260,49
3938,2541
1001,4594
1959,4182
3610,3702
2006,1010
4349,3950
4612,4456
3596,4405
564,617
862,1771
1518,3594
4529,2888
4517,1522
611,268
3474,1308
3340,670
1050,3151
1207,2314
167,4101
1386,3108
241,1215
3296,1331
2412,4458
4080,1150
2505,4826
2599,4127
455,3524
4981,2961
1743,92
1157,389
1769,1707
532,2772
2478,965
1899,4640
1646,4201
2907,256
1755,3761
4653,4050
87,1562
2637,2476
4789,871
2963,4067
2640,924
2144,109
2239,2082
2488,2735
1689,4028
3236,498
498,3367
3881,3748
1963,1748
49,3178
3300,2994
2820,3445
1491,760
1155,3117
785,1542
3820,685
3239,2478
152,2027
1278,2200
4607,3721
1622,2842
3781,210
337,301
3807,572
772,3524
4736,688
3698,2284
820,4595
3595,4175
3471,750
2295,4521
3586,1665
768,2324
3495,46
966,406
2081,3639
2988,3993
2988,1591
614,2560
1935,89
648,3848
523,892
328,3214
2723,4125
1539,4332
2874,1141
3675,3750
1172,4474
1508,4224
4650,4001
2787,4109
3010,2719
782,1098
1343,2184
2316,4987
2279,4285
4144,4020
478,4838
1750,2303
3312,3708
2413,2207
4153,2318
3571,4874
56,4879
1628,3098
1997,3169
3294,1414
509,2981
3689,141
2185,1368
3701,4474
3703,3638
963,525
1533,3787
4181,572
3114,958
1624,843
3158,4115
4408,4572
855,1760
4882,4620
384,944
3632,4191
3061,2661
3469,3142
2712,3733
1281,300
171,3691
715,1297
379,4125
574,1878
2017,1430
2322,934
1239,2624
2336,4637
3481,38
783,1694
1967,2525
4392,2998
1555,3201
4303,818
4645,472
4779,4396
4019,3750
3495,3876
2362,4649
3384,3704
680,4646
2131,4070
746,1187
3000,342
4692,1992
3869,494
314,4946
872,672
944,3338
2587,1620
3899,3918
2695,2323
3434,1419
4573,2466
324,3239
864,3160
1684,1508
4121,1691
4711,3389
4019,3645
3013,4070
1522,4982
4415,2938
2084,130
3806,906
2443,4698
4813,651
4550,4970
823,3558
1299,765
2983,1257
4928,1937
4297,1218
1845,824
2553,526
34,2361
3189,4436
3665,881
2869,3404
738,1175
1528,51
3484,3517
3675,609
2630,3011
3045,3257
2786,118
2136,3138
3622,3144
2987,2783
299,2826
3581,430
2814,3790
1095,1782
3094,2322
3918,2505
4547,1985
12,1039
4621,89
3937,3458
3941,661
2454,3584
1296,1636
2654,872
942,4199
1295,1376
1399,2213
4478,4512
2542,2801
4379,970
4871,2616
1477,3635
3769,920
621,1925
617,2846
999,3679
3556,3952
4102,4481
1217,1950
2927,2951
637,1802
2914,1629
1453,3759
2884,4835
1141,1821
2875,651
4855,2331
362,1828
4128,510
3887,4568
3793,4182
2570,515
2455,2973
2024,4106
4568,2562
1467,4212
1768,4334
3115,3106
2056,3788
173,4793
4166,3388
1971,3454
3780,4721
2083,1788
1544,4621
2630,4642
2805,3121
2254,1218
1154,1868
609,2471
2395,4757
340,4367
533,3795
1468,1125
2967,4225
483,1553
4751,4018
1085,3921
4111,904
4998,3331
1492,1750
3347,2417
4678,2761
3184,4917
740,3821
2595,3966
4133,2119
290,677
1677,3165
3507,1095
1227,459
3493,1736
1633,3295
236,3298
3321,303
1501,3884
2791,4927
2303,2828
2170,1153
2877,1901
2019,4089
4753,4594
210,2618
2019,297
4489,705
3567,4906
2565,3906
4486,3672
1226,1724
191,3755
2360,2550
2805,4974
4112,1638
389,2875
794,1114
1482,237
3285,1552
4373,3588
482,3705
4399,717
2841,4913
1531,640
4307,970
3085,4891
3844,3951
2735,1102
3067,3649
2305,3261
2176,701
2940,3826
2070,4423
107,4103
3142,3137
1588,682
3535,2345
4336,4934
2992,1864
2790,1893
3341,997
479,2017
4359,3623
2474,4512
3691,814
3199,2111
2445,2845
3274,237
1154,462
331,2697
1703,2003
960,3459
2321,93
424,3829
4680,3161
3038,4210
4616,538
2384,4620
3670,3210
2984,655
4623,5
819,3917
2248,4708
4900,1799
4225,1539
3792,4772
3668,4122
2822,3877
228,4097
2124,3939
455,3585
4657,3650
3687,471
208,2429
1188,2886
1272,3802
3136,3063
4774,2649
1900,2385
1011,448
3828,2310
2501,1840
441,1594
1413,171
4513,930
2137,256
695,4226
2294,901
4552,3291
2475,1531
1174,1633
3020,4812
3500,221
2822,1689
4616,3437
1311,2461
4196,4026
2646,2347
4224,1356
2370,4244
3606,928
1253,3406
1975,2312
1293,3426
3754,1214
2192,1752
3911,756
2385,254
4178,1533
4553,3335
3277,1990
759,4521
4856,1323
4777,37
864,2649
2051,2426
246,570
2450,105
842,2713
1149,2686
481,1752
350,409
3264,2170
3187,2066
817,4078
2034,779
1641,2807
4426,261
4900,2350
2816,3179
3865,1344
3116,4331
680,544
810,212
2372,592
2074,2798
637,3700
2500,4802
487,3379
2150,3562
1643,2889
695,686
2344,82
784,4913
420,4261
2489,4603
2904,1756
1993,528
1776,4586
4752,2585
3056,3601
656,3825
4896,2496
1941,3373
2772,2677
1811,1123
2001,1224
3636,1876
1597,3747
4913,990
4348,91
1491,2808
366,1074
1257,3506
3242,2989
1157,4423
1393,3298
2340,4479
842,2041
971,1266
1211,2095
1784,122
2154,4735
3130,4152
2563,3542
2436,2308
697,1539
1072,1425
468,3954
584,321
4442,2075
1212,2887
3113,2929
4588,4776
1267,4454
2313,4120
4255,948
2893,4965
502,3570
516,4741
1065,4782
1271,1415
607,2120
1350,3255
2517,4249
2262,3779
3429,2142
547,3815
1929,655
2222,800
491,4156
4314,3972
4416,1823
2512,3314
803,4535
4168,2545
2873,1500
2060,1991
2368,2584
1180,2436
1870,3284
4180,41
658,4001
451,4520
1688,4422
3788,4748
3849,72
314,2236
74,4452
2729,1599
1476,937
3901,2912
3790,2929
571,2350
3312,3028
2268,3122
112,4064
3307,4361
1176,1608
862,2387
3004,3653
3567,968
921,438
1242,1527
2908,695
2417,2432
3314,2287
4436,2433
712,1845
1373,3485
4945,3708
513,3963
1924,1413
4412,3020
4208,3324
2240,1474
3992,549
2686,3665
298,906
3109,1978
4956,2409
1801,3218
3326,2601
836,653
1039,1028
3864,2504
3674,1685
565,4946
4324,3955
2358,193
3275,1134
848,2861
1090,4079
2003,4435
707,4436
2966,2756
3303,4617
2738,2537
3040,3681
809,4081
2952,1391
3267,764
2229,1288
1493,330
3603,4908
4113,1416
4019,1819
273,3780
1245,1203
305,3739
158,2924
1639,2069
1426,47
1266,3513
1868,2312
3103,344
4008,185
4248,2696
811,4822
2438,659
1369,712
316,1841
1002,2578
2636,1708
4532,1554
905,3092
967,2902
1975,4654
334,4250
1656,387
1331,1319
1699,3607
3924,4948
3356,2498
2180,1660
758,1428
49,4807
1036,1859
3684,920
3982,386
1794,2987
2311,4218
55,3953
584,4756
4859,1921
997,3255
2104,487
3925,3139
238,615
2615,328
186,2508
1796,4293
2976,1486
4255,3437
4799,716
2175,912
1705,1106
3968,208
2491,2010
4903,850
3591,4788
4539,1537
319,1543
1063,1697
848,1004
394,1684
4174,3862
4370,4561
732,1482
4688,2973
3192,2577
3200,1663
2992,4771
3995,1244
4750,1743
583,1501
1558,3464
4155,4843
1498,3957
2742,3529
4785,4235
4475,3265
2330,3991
593,2311
4891,2087
4958,3585
2296,3201
4663,1349
2042,3752
3254,199
749,4076
2506,1997
2156,1845
1727,4051
4401,124
2194,4383
4771,13
3665,1177
4876,1713
883,1206
1253,4109
3144,4570
1743,2578
739,1154
45,2081
1304,3027
3455,1995
2474,2474
1569,526
1508,981
3467,4793
217,4808
493,3778
4788,1611
4760,3197
4612,242
3237,4462
1258,4493
3767,168
138,3941
3224,1419
2723,4728
3339,1469
886,2293
4917,1479
3160,654
2324,1344
2925,528
4942,2367
4191,3375
4042,2772
3134,4422
1749,3255
1682,1664
2045,698
4880,2041
1650,1966
4433,1431
2452,3114
3156,232
4985,1576
3983,1994
1101,4526
1335,488
937,2604
2871,402
3580,4087
2898,1369
159,979
4320,3415
319,1956
1178,932
2498,2521
3289,2613
2101,2314
4967,4921
4347,3224
4862,275
3206,2797
1361,1374
3873,1320
467,2487
2018,4304
626,2400
729,1239
543,2274
2980,2738
3446,3415
2380,2266
2975,3897
3756,1226
400,29
4546,178
3061,146
4223,364
2134,2915
4390,2941
2269,1253
4110,2750
1494,1747
760,2666
4415,4841
4979,4266
1588,1088
1179,2461
1338,4511
2116,4864
3610,1724
4398,3198
3433,3255
527,3398
252,622
260,3837
2545,2820
77,4465
2895,2122
4805,729
2946,3864
2933,3322
526,4662
2650,3853
1514,880
3952,4254
4967,2185
44,1276
3077,3276
4011,3313
2564,2279
1850,4293
4144,2684
1555,4159
315,2642
1647,1660
2151,1747
1260,3080
2765,4136
4541,1531
3885,3346
4147,4376
1014,2876
105,4366
4106,2911
413,386
1365,4915
433,3975
3661,3410
2901,4429
1140,4372
432,3768
1193,4095
1978,3050
4457,3536
3622,2445
1160,4233
289,2782
4280,4314
3562,4645
869,2723
263,1577
31,4655
718,1931
3849,678
1375,4373
1956,4038
4981,313
368,164
1232,4011
1545,3513
1831,3776
4863,1822
2803,4477
4746,2336
2050,747
2127,1966
3792,1263
2756,4887
4145,2061
4765,2271
896,4858
1147,1099
4176,4639
1167,4470
2735,260
1433,3933
2256,4880
2151,423
3382,262
3215,3675
4286,1940
3795,362
1860,1623
4979,3159
4554,4040
3405,3754
803,1429
1200,1587
3746,1853
4696,1137
1296,298
1714,453
3824,3056
191,2976
3903,464
1100,3466
3493,333
3867,4626
304,1411
4284,335
3776,4540
703,1318
655,3271
207,2519
4780,318
1019,4603
4801,1343
3427,2756
430,297
1888,4615
540,2968
3112,4477
1626,2532
1686,2285
3691,823
970,1703
2583,889
1587,4833
2894,4972
1206,4034
2129,3140
4489,799
3463,1245
37,1268
3560,4251
4126,1768
3639,761
2870,3946
755,2196
176,3314
4957,1388
2441,4060
985,907
1173,2028
2770,794
3803,1875
2774,4698
2699,4028
1266,2544
2360,4940
1578,3740
3182,1559
546,1658
640,460
4442,3028
2869,3533
383,2551
4770,4792
698,4044
3242,2838
2429,2474
563,3682
3860,3602
3026,4406
1142,1899
831,3499
2726,4380
3434,2210
3767,373
1470,3512
227,692
3532,4485
364,2064
3896,2179
1631,3370
4774,2360
3129,4591
495,2966
2355,3271
1880,2760
2243,701
2667,2006
372,2564
1562,4323
3526,1984
3932,3805
1353,3069
1777,4869
1326,4627
534,2496
3564,5000
3486,4305
2846,635
1153,3299
3982,1854
4824,131
4309,3527
4822,2103
1883,4326
1581,3992
2062,341
1283,2985
2685,1414
4361,2223
260,479
1814,2948
1782,1161
2182,2332
2623,3594
3356,4102
4367,2029
1719,2630
766,3203
3252,316
4089,3927
1540,4273
3506,3217
3724,1569
3803,4198
4370,3359
4461,3163
3697,866
4941,3738
863,1582
1518,98
4972,1191
1900,1520
3374,4003
3880,1423
1325,3934
3293,4075
1215,1826
1309,1757
1372,4695
54,3778
2764,3542
4335,959
4552,4608
588,4663
2904,2641
3862,3651
2312,2176
3624,3156
4948,3385
826,312
846,3412
4983,1425
624,201
4404,1969
491,4891
1174,2373
2923,383
35,2522
3295,4359
3977,422
4278,4700
1878,3564
814,3226
1027,1334
1349,3678
440,372
1456,3309
757,3546
3581,4679
2876,1760
2434,1809
1479,2784
501,3190
2125,3214
195,239
746,3029
2904,965
3264,3572
58,3885
1466,4413
4654,4396
3175,2666
4208,1872
388,4829
4217,1836
3573,3444
2491,762
3401,3067
134,3876
3193,2996
3212,3939
1957,4404
2876,3753
3016,535
3659,732
2330,2934
1399,1375
2539,573
2201,4831
949,457
4677,177
2650,1741
4697,184
2323,346
463,2199
2378,2134
864,4541
931,3784
3466,4624
1886,2814
472,4541
1789,3855
259,400
3202,2570
4201,3470
4163,4804
1480,1728
1845,3982
4944,1163
140,3322
1642,4407
214,3907
3226,4793
3353,4076
1275,4896
259,465
3073,2215
1962,4587
2545,1271
4255,1226
2039,4860
3491,1902
4802,1021
3309,1952
4432,4168
4133,4212
3624,157
2609,1085
3917,3262
4119,1632
3707,2011
2712,2169
4238,3190
3304,4681
775,2323
1092,2569
2696,2526
1168,2658
2629,2831
4906,4798
1261,4265
2803,1942
1637,4572
4065,3287
2643,3925
3059,4553
1167,2112
233,4539
1866,2161
796,2912
4192,2806
4607,1720
4797,1563
3200,3291
406,2717
3024,1573
3613,4194
1311,4700
833,2678
4668,2924
136,3812
825,3482
1028,3734
4127,3049
2371,3989
2212,1211
4682,349
3047,3906
4298,4759
2927,4230
2165,1264
2701,1463
2327,3384
3749,1323
3080,4800
3140,731
4908,825
1444,1587
4465,111
2728,375
4240,2043
1827,2576
140,2558
1363,2855
4290,2925
1702,4530
3247,4132
1575,2785
994,560
475,1665
2899,4618
1603,3656
2968,3289
1942,4203
4533,2847
3189,4422
2871,1969
719,4947
1943,2843
2906,3489
2473,1388
1104,3874
3716,4375
1466,1627
3288,4544
573,1959
647,2225
1990,2554
1075,23
2050,1393
2554,1844
4982,3722
3521,4319
2135,4228
2057,217
347,114
3079,345
1591,1212
1516,4993
3098,4757
4578,1714
941,2527
2655,3119
3512,1279
2638,1514
4346,1420
2941,839
3125,2480
3126,2717
1839,5
706,1546
4415,2443
2104,220
2503,3650
3701,2915
732,2951
1386,2561
3381,3145
1480,4486
4233,2582
1253,2942
1799,379
1453,736
3341,3944
1596,4363
25,2493
3683,3361
3710,3878
4434,2015
4985,449
697,4123
1712,4324
2305,2295
473,1861
455,788
417,1635
2432,425
1535,1471
2695,2734
4907,453
3327,552
4307,4560
3875,1143
1033,1756
2912,1916
398,1836
1810,3367
3937,4749
4487,2001
1406,4174
4652,815
3177,3424
669,1072
3149,4288
884,897
4361,1502
2516,4705
1577,1246
4505,1731
1309,2701
2635,3732
2387,2412
2519,2748
3429,4754
1946,3039
4385,1855
3062,2053
637,496
1620,1357
3573,3787
4532,4499
3721,4913
3467,3446
963,1021
1942,17
807,2063
2326,2454
2371,941
397,2513
4604,3416
4351,169
3493,1819
3745,3249
3242,570
2170,2087
4348,4861
443,3194
2590,4754
1879,3721
1852,14
518,1743
831,493
2735,3765
889,3530
4653,4962
2483,1845
4623,712
4310,2683
3191,4596
3566,3872
2452,4479
2313,3677
2714,4254
3203,1191
767,4293
4026,2708
2321,176
3522,2593
3978,56
1237,1263
2406,2751
4550,2831
1259,3730
4060,1009
1933,110
2873,3852
3500,892
4439,308
942,3002
3057,1018
1715,1557
2401,804
1390,1614
521,2942
414,1702
2031,3882
3976,3963
2095,3843
2436,3565
3878,1943
4246,4971
3393,169
68,393
1595,1031
258,3076
3244,1883
621,3895
3823,929
1087,1249
4527,408
2434,2329
1031,2292
969,3124
3455,358
3991,1404
4888,4217
4828,2893
2783,1578
2342,2692
4004,2845
3257,4339
1851,2423
4323,1475
1169,3662
3912,4318
4906,1642
2117,4301
2060,1874
1639,1778
1593,3298
1191,2191
4165,4690
419,39
164,809
4876,237
4724,1684
4567,3887
3336,687
2539,3806
1566,1710
1496,1029
501,3276
1639,1837
4690,4998
3064,1854
2301,862
58,1931
2121,2918
2863,2828
457,877
2157,2762
1675,463
3979,1789
423,244
1429,1101
4850,29
448,3611
3612,1987
3929,3552
2686,3058
3023,295
2361,2507
3223,1517
1416,101
1583,3276
4934,4924
4848,2744
3883,2841
2011,4230
361,1466
4984,4788
4859,854
1523,177
1068,4275
424,1319
584,1879
1410,3311
2246,57
656,873
3224,3418
1144,4209
1234,3624
4690,1982
512,4418
765,2929
2687,2897
258,3837
4545,3482
788,2037
397,4344
2678,4208
2957,168
441,945
3662,3490
4714,1395
269,4780
366,3793
1293,3761
4469,16
105,4161
2970,1163
2800,4627
2366,3364
1620,298
4339,4698
3508,2497
3572,4695
3089,1510
2367,1542
2271,906
1951,2168
4615,4964
1191,2752
2929,2395
4801,2907
4675,3034
1442,4604
1279,751
3521,4009
1105,1067
2015,2490
255,1459
4487,3755
4826,2954
3754,1559
3481,1959
3737,2565
4955,4672
2660,1806
1095,2214
3134,3150
4519,4828
3295,4047
3121,596
1773,3332
681,3747
1857,3332
4640,3347
2762,2089
452,1644
2636,3525
4210,3755
2450,1098
635,1142
4765,1644
140,2389
1622,707
667,1896
270,758
1193,589
2914,2983
361,291
955,3879
4674,1337
1132,2665
3518,3392
2222,627
4314,3920
2176,1246
4944,2246
4510,4494
263,3110
2300,381
3220,4254
2687,4479
77,3140
4884,4607
2191,1937
2456,4812
2968,4936
3961,4882
2906,4231
1368,1971
1231,2441
3852,565
759,2228
3577,1030
3662,3888
1184,7
4473,416
3752,4845
2437,4480
1614,2617
3027,1584
4476,644
121,3236
3535,3245
707,1453
4539,857
3110,2261
1002,1817
1507,223
4652,3251
1676,2622
4453,3738
4708,1250
602,1169
2694,717
3484,115
1919,4656
4878,4494
4870,4455
4874,224
2975,1358
828,2769
1094,3048
3889,2429
920,1497
1233,4746
670,2571
1608,2187
3554,696
715,4867
4397,3679
4315,3745
2696,4576
1085,3654
1591,2742
3375,1468
1677,1421
3181,917
264,81
1489,3841
264,1646
995,2500
2462,1292
2821,901
465,897
716,364
4927,77
25,2989
1695,3602
399,4626
4174,3127
983,3925
1052,4938
1467,4463
4225,1753
1130,1074
4745,4338
2046,4003
2423,3443
636,1409
1390,200
3780,438
3708,1678
597,4003
530,3917
2651,3820
3251,1498
4217,1768
3599,4949
3099,4056
2955,3124
3276,1806
3724,3235
1932,3695
1638,1596
2740,2080
3809,1159
2282,251
543,4312
4908,546
2957,816
71,4564
2761,3406
4380,4225
3126,928
2701,3035
3027,1584
2589,620
1944,2651
4677,1343
489,3770
3247,3395
3991,4866
4263,4274
4848,3341
4162,2101
1089,4049
2694,4573
2398,3180
3217,1045
1615,2489
2183,4904
3234,1493
1093,3770
4461,3859
3175,673
4266,3943
58,2875
3909,248
4299,984
