S_i,A_i
8,246
3,241
5,226
4,221
6,242
5,243
8,267
4,256
9,210
3,282
2,201
10,288
9,267
8,237
5,200
2,229
6,212
8,274
9,296
8,294
10,278
8,293
4,255
5,293
6,244
1,234
1,211
5,255
6,272
10,281
9,287
8,284
5,252
5,287
7,264
7,243
3,221
2,240
8,281
10,204
1,287
1,211
8,226
2,225
2,220
8,214
1,251
2,263
3,210
2,274
5,219
2,211
2,289
8,290
2,238
7,272
7,253
7,244
9,298
5,202
10,218
7,251
8,226
2,223
10,282
8,278
3,262
9,245
3,295
2,227
3,218
2,288
4,291
6,209
3,237
3,253
3,220
8,263
2,236
3,293
1,281
4,260
3,244
3,279
9,278
2,220
4,294
8,274
7,282
7,200
5,293
8,232
9,239
8,200
8,220
1,258
6,238
7,255
1,216
5,262
2,289
5,295
2,289
6,244
8,219
5,296
7,204
6,285
3,285
9,266
8,231
7,276
3,274
8,207
5,255
4,243
10,269
1,268
10,237
10,255
1,213
9,263
4,277
1,265
3,205
6,271
4,234
10,209
3,278
6,300
10,275
5,226
7,227
1,200
2,266
5,205
4,229
10,225
10,207
1,282
2,297
4,297
4,248
9,257
1,299
7,207
7,206
8,274
8,263
8,253
6,265
2,205
9,269
5,294
6,225
8,274
2,265
1,271
7,295
8,232
6,224
1,286
6,249
1,244
1,200
6,222
5,230
6,262
5,204
4,228
5,251
9,275
5,245
3,256
6,279
3,260
7,261
3,209
5,251
3,236
1,293
1,251
8,288
1,215
2,296
9,250
5,291
5,287
8,226
1,257
4,238
1,262
1,202
7,228
3,258
6,278
3,231
5,293
7,265
9,225
3,248
10,238
2,222
6,232
3,264
2,296
3,240
8,270
10,272
3,201
3,224
2,230
7,298
10,272
9,266
7,289
3,288
4,223
6,292
3,265
2,220
4,268
3,297
8,265
9,283
9,207
5,258
3,298
6,218
1,279
3,255
7,245
5,219
1,295
4,278
5,260
9,248
4,296
8,264
3,223
5,221
6,209
8,241
3,211
5,241
7,228
10,233
5,202
8,281
9,296
5,271
10,286
4,261
4,232
1,223
4,220
1,254
1,297
1,227
8,286
7,225
8,270
10,250
9,281
5,241
10,273
9,288
6,251
9,293
4,229
5,244
1,210
3,202
10,224
2,277
1,258
7,284
6,284
7,224
5,225
9,251
8,272
7,293
3,279
1,279
1,225
6,220
8,259
10,285
7,208
7,295
3,288
5,209
2,255
7,218
3,212
9,299
7,252
2,262
1,224
8,214
3,242
7,269
5,288
10,283
8,285
9,289
8,244
9,266
6,256
4,226
5,208
4,274
7,291
4,210
7,297
8,224
8,224
10,209
3,295
8,297
6,222
5,220
8,233
8,257
6,270
10,259
9,280
5,274
3,243
2,240
2,285
8,291
5,240
7,215
1,261
9,262
3,259
5,265
7,239
8,209
9,233
3,208
9,298
9,244
5,208
5,208
6,259
8,201
5,234
7,205
9,207
10,222
7,258
2,227
10,284
8,202
3,300
9,234
4,300
3,223
2,210
4,262
2,247
6,239
1,246
9,297
9,209
8,239
5,220
6,238
5,277
3,291
3,280
5,269
9,296
6,279
4,269
9,205
7,296
1,234
7,282
4,214
2,213
2,270
10,219
9,266
7,247
9,294
8,211
2,207
2,220
10,271
6,202
2,230
3,290
10,289
8,273
8,260
1,213
10,274
5,221
6,232
10,263
4,234
1,291
6,243
10,272
6,287
9,300
4,293
5,215
6,267
5,217
2,206
1,272
1,273
1,243
6,238
4,266
8,213
8,242
2,288
6,296
2,208
3,284
3,281
6,212
3,257
5,223
9,201
2,248
10,223
1,200
8,245
6,211
7,255
6,288
4,225
9,285
10,225
5,232
1,288
3,284
7,217
10,244
8,238
4,263
5,250
7,274
8,241
2,203
9,245
5,238
6,247
8,228
5,274
5,293
7,231
6,208
8,274
7,229
2,240
1,230
4,300
10,294
2,267
6,278
1,217
7,260
6,244
3,279
5,215
2,221
8,258
9,292
2,254
10,209
8,262
2,238
8,207
7,236
4,288
5,206
2,221
1,231
10,234
3,202
2,251
10,215
7,225
2,288
10,262
3,281
1,249
3,217
8,247
8,298
4,258
8,264
1,221
10,261
10,239
9,220
8,289
4,289
4,209
1,210
6,283
9,227
4,299
10,292
2,201
4,233
1,204
6,243
7,203
8,285
6,259
10,211
10,293
10,272
4,209
2,234
1,287
4,252
1,206
5,248
4,219
1,266
2,257
9,218
6,202
6,267
3,210
8,282
1,255
2,299
6,247
7,272
9,213
6,229
10,224
1,282
8,217
10,247
1,221
8,257
3,242
8,269
8,290
6,255
1,286
3,265
6,283
4,262
7,253
10,265
10,247
10,211
6,296
8,284
1,230
3,294
8,213
2,279
1,265
3,276
5,212
3,288
10,248
8,247
2,252
1,200
3,215
1,294
2,276
5,241
5,268
2,240
4,284
8,282
2,278
4,208
1,205
3,294
10,245
1,282
4,237
5,219
6,253
7,238
4,269
1,238
5,223
10,236
7,234
10,214
3,204
6,253
8,207
5,230
7,254
5,284
2,239
7,276
4,285
4,264
1,287
10,262
2,269
9,227
5,241
5,235
1,272
9,252
5,278
2,203
4,275
5,210
9,292
6,277
4,246
5,212
1,207
7,274
9,300
6,281
9,225
8,277
8,219
10,206
7,238
4,279
3,227
3,244
4,242
7,264
6,227
6,211
4,250
2,256
9,207
4,250
4,208
1,257
9,299
2,242
1,232
7,213
6,231
10,259
7,259
4,266
5,292
9,226
5,227
6,269
8,229
2,260
10,296
5,259
4,240
10,230
4,229
8,249
5,279
8,237
9,218
9,278
1,292
4,282
3,283
6,282
8,248
9,294
8,267
8,253
10,260
6,201
4,201
10,222
3,236
10,227
10,296
2,296
6,264
6,204
9,231
5,289
7,218
3,288
1,289
5,210
8,297
10,273
8,233
5,270
3,276
6,212
6,245
1,224
10,261
8,278
3,294
7,273
7,281
9,211
2,292
1,221
1,299
2,255
1,268
10,202
4,213
4,250
8,204
3,255
6,209
8,299
2,251
1,220
1,201
8,261
6,215
9,234
7,246
4,300
3,224
7,300
1,231
3,286
7,218
10,260
9,244
8,265
4,277
3,203
4,238
4,245
9,215
2,232
3,232
9,242
7,212
6,286
4,210
6,259
9,265
7,265
5,273
2,224
4,206
7,290
4,236
4,269
8,234
7,211
3,282
4,256
6,237
3,269
1,293
5,211
7,275
6,263
1,244
6,232
6,242
7,283
7,256
5,272
10,268
7,224
2,228
9,221
6,265
9,206
8,202
3,228
2,229
2,205
4,244
10,276
7,207
6,270
7,229
10,234
10,287
3,207
2,251
10,227
10,267
2,258
5,220
6,237
6,258
3,266
6,279
6,299
3,212
7,250
4,240
10,272
8,207
4,247
9,263
9,206
6,228
9,252
3,201
5,234
3,268
9,234
2,231
8,300
8,207
3,248
7,212
2,258
10,271
1,297
8,254
2,294
3,299
8,264
3,267
2,217
7,204
9,276
7,208
4,279
4,228
7,228
10,271
4,297
6,216
2,295
10,215
1,227
3,263
2,265
3,294
7,270
7,226
5,260
2,255
5,283
1,240
10,275
2,217
2,266
1,252
9,245
7,248
1,236
4,201
9,245
1,295
9,257
7,266
1,212
7,298
6,246
4,289
8,238
2,271
1,288
4,296
4,228
4,260
3,229
8,264
1,218
7,204
10,276
3,224
5,280
9,287
2,245
5,294
9,259
5,226
10,201
4,297
8,276
5,218
7,212
7,207
2,242
3,294
10,245
1,278
10,285
7,212
3,221
6,281
4,232
4,265
6,239
10,263
1,235
3,246
4,247
5,290
6,248
6,208
9,252
8,219
3,250
7,255
5,241
8,253
3,205
3,247
2,243
10,281
3,248
8,289
10,236
1,217
7,235
2,200
9,251
2,236
3,254
5,249
6,249
3,211
6,252
2,289
8,255
2,295
3,237
5,260
3,255
5,265
9,210
4,262
1,281
5,235
5,239
7,255
6,242
10,250
10,268
3,220
6,202
1,214
4,281
9,234
6,235
5,239
2,211
6,233
8,257
4,219
10,289
1,221
3,207
5,275
3,280
8,225
8,291
1,258
1,229
9,209
9,292
4,259
10,289
1,203
4,242
5,239
6,237
9,222
1,218
5,276
3,291
8,220
3,236
1,204
6,273
2,286
9,252
9,295
5,204
1,219
8,249
5,252
9,271
2,246
9,282
9,270
8,271
9,232
10,215
3,273
4,236
4,298
1,291
8,216
8,250
6,251
3,210
8,277
8,201
10,207
4,201
2,292
2,238
2,208
8,269
10,244
2,283
8,254
10,229
1,204
8,204
8,252
6,222
2,216
8,216
5,240
3,289
10,273
6,298
10,220
2,208
5,252
4,286
2,218
10,229
3,224
2,234
6,222
10,274
8,264
10,294
9,284
6,224
9,264
10,292
2,238
9,210
7,233
10,257
5,292
5,262
6,221
6,211
8,233
8,262
4,245
10,230
5,237
8,270
7,270
1,232
5,200
4,249
5,223
10,285
5,216
4,243
10,300
2,293
8,216
6,263
7,238
5,254
7,247
10,268
5,224
7,233
10,274
3,209
10,232
1,295
6,298
10,208
1,248
6,248
5,200
7,242
8,238
8,201
10,290
2,203
3,217
1,229
3,263
4,300
10,205
9,202
9,274
10,295
10,201
6,237
1,224
4,242
10,264
2,210
3,243
2,241
5,203
5,295
8,257
5,250
9,255
3,244
1,292
2,206
2,209
2,270
1,243
9,232
9,285
5,260
5,231
7,204
10,209
6,233
1,265
8,250
4,234
10,261
5,261
1,292
6,230
4,222
1,208
3,216
2,239
3,209
9,248
1,219
3,237
6,231
2,274
9,210
8,220
9,224
8,248
2,251
1,295
6,287
3,205
9,253
8,228
3,224
9,292
3,212
8,269
9,235
4,205
1,285
2,209
7,238
7,276
6,251
8,205
9,210
6,204
8,216
1,270
1,278
2,243
8,211
1,255
1,245
7,230
7,202
6,253
10,287
7,298
8,221
8,284
7,217
1,224
2,226
5,226
9,251
4,297
1,234
5,264
2,206
8,283
9,228
8,270
5,233
1,284
10,209
6,228
7,300
1,286
1,205
3,293
7,249
7,207
5,300
8,267
1,234
8,211
8,213
5,225
4,219
2,218
1,238
5,246
5,254
3,255
7,282
4,230
1,249
10,230
5,220
6,282
10,265
5,273
9,207
4,242
1,222
3,288
10,221
3,296
3,256
4,262
3,205
3,204
4,282
3,262
7,202
8,228
7,203
6,242
8,255
5,218
1,261
1,279
3,213
8,244
9,248
1,223
5,290
10,218
6,246
9,284
7,205
7,205
5,282
8,221
4,276
7,294
2,239
10,257
9,215
10,253
2,215
2,247
3,244
10,277
5,209
3,227
10,216
10,272
2,246
8,217
6,260
6,244
5,221
5,268
2,228
4,281
10,293
7,238
4,285
7,242
7,233
9,241
6,217
6,265
2,223
9,216
3,233
2,215
7,238
3,235
8,260
4,247
1,250
5,258
4,280
8,268
3,300
2,228
8,225
8,200
3,258
4,211
7,204
2,226
7,222
6,220
6,241
7,246
1,234
4,286
2,248
2,217
7,209
7,224
9,221
10,227
10,210
7,216
1,230
5,289
4,268
9,275
1,214
10,256
6,224
4,264
5,218
10,247
2,300
10,228
3,245
7,278
6,284
7,253
2,287
2,234
8,296
8,222
4,257
4,288
6,238
9,295
5,200
4,246
3,224
9,273
6,238
6,249
3,224
6,248
3,273
4,247
4,207
10,218
10,284
10,207
9,222
4,209
2,239
6,201
10,296
9,220
9,247
7,221
2,226
8,211
10,286
1,249
9,292
3,253
6,254
2,251
4,255
4,260
9,288
3,245
8,279
4,274
1,278
1,202
7,259
9,274
7,211
7,253
4,229
6,284
2,237
7,205
4,250
10,222
8,267
8,276
5,261
6,279
1,296
8,245
8,264
3,247
1,239
6,275
9,242
1,235
10,239
9,286
10,262
3,238
2,218
2,229
8,275
3,283
1,263
2,250
10,208
9,250
7,235
4,243
5,253
2,238
4,247
7,240
5,278
7,246
2,249
5,264
9,272
4,250
7,296
1,290
4,261
2,213
4,236
7,231
1,234
7,234
3,277
9,244
9,217
6,270
5,218
1,228
10,208
4,234
1,221
2,242
10,200
5,215
1,248
7,262
2,260
4,272
6,224
7,253
7,206
5,239
9,223
8,259
6,297
5,208
10,218
8,204
1,252
7,240
6,267
4,271
4,293
8,273
3,276
9,296
10,258
6,249
5,234
8,245
10,269
1,266
9,206
8,213
6,227
5,273
8,243
4,215
4,275
8,297
6,210
4,214
9,238
3,279
6,248
8,256
9,237
1,208
6,222
10,286
8,207
4,294
8,210
8,258
5,270
6,259
6,217
9,206
4,239
7,294
6,259
1,288
7,209
3,277
6,201
9,227
5,263
5,208
2,255
8,220
2,270
8,257
2,239
5,243
7,225
4,257
5,252
3,236
8,205
4,290
4,234
8,242
4,225
3,295
2,208
10,219
4,237
5,235
6,259
2,281
6,239
1,296
7,298
10,202
6,276
6,235
4,232
7,279
10,223
2,254
2,265
5,206
3,214
2,246
6,276
9,247
3,297
6,256
6,243
2,277
7,256
2,200
2,239
6,233
2,284
9,261
8,218
5,279
1,267
1,257
5,232
3,262
2,255
7,207
5,205
6,296
9,296
4,281
8,263
5,249
9,219
2,299
3,280
3,295
7,213
9,252
10,215
9,257
4,259
9,283
6,279
9,219
4,238
8,240
8,276
7,292
6,209
6,290
3,264
10,228
4,221
6,251
4,270
5,238
1,275
2,293
2,245
8,238
1,250
1,272
8,219
10,287
7,202
1,258
8,219
4,241
5,203
8,295
7,298
9,274
7,292
7,239
10,236
8,246
4,264
10,243
5,206
5,269
10,213
1,256
10,205
8,225
7,275
5,226
8,218
4,234
3,286
10,284
9,285
8,296
5,233
3,242
3,204
1,267
4,235
6,249
8,206
3,225
6,214
3,237
5,271
6,212
3,237
1,237
10,249
2,215
8,246
2,290
1,229
10,278
10,266
1,206
2,200
7,273
7,256
1,284
4,275
2,253
2,269
9,300
9,236
7,219
4,216
5,248
9,234
5,274
8,232
7,255
3,215
2,206
6,282
6,249
8,292
8,223
1,201
10,261
2,255
7,299
9,243
6,282
2,201
5,211
5,299
6,300
9,264
3,209
5,292
9,271
8,233
6,297
1,201
7,229
3,214
6,203
9,295
5,262
7,201
2,249
4,296
4,291
6,201
10,271
10,279
3,295
7,255
3,224
3,263
7,282
10,205
9,231
10,205
8,276
7,213
8,201
3,276
4,207
5,290
7,245
7,286
3,246
9,258
5,225
7,260
9,284
2,281
8,264
4,257
4,217
3,205
6,257
8,282
7,253
1,235
1,279
2,261
1,266
1,235
4,242
5,275
4,259
2,292
6,248
3,268
5,245
1,260
4,210
7,268
1,256
5,271
9,282
9,221
9,298
5,206
2,262
9,300
6,232
5,262
10,269
7,223
3,278
8,228
2,298
7,274
10,220
4,298
7,203
2,211
2,296
7,215
8,202
4,226
5,273
7,223
7,209
9,274
1,242
5,295
6,296
5,253
9,285
8,266
8,227
2,252
9,282
1,245
1,209
6,253
4,227
8,201
5,240
3,298
7,259
10,247
1,201
5,219
8,226
6,235
1,218
5,243
5,275
1,242
5,230
6,298
4,250
1,291
1,285
3,209
10,256
4,228
10,298
2,240
3,245
1,266
4,247
1,290
7,226
3,244
9,299
1,263
10,275
10,297
7,295
3,237
4,283
2,246
10,227
8,256
5,215
5,286
10,283
7,269
8,222
10,226
4,205
5,228
1,247
9,248
5,205
9,292
7,200
8,297
10,296
3,285
4,279
3,209
3,264
5,245
4,278
7,257
1,294
6,247
2,208
1,220
2,202
1,283
2,247
4,211
6,262
3,236
2,292
1,270
8,278
3,220
7,231
1,272
8,258
1,206
4,216
10,277
2,296
8,213
5,269
4,282
1,226
6,293
7,213
8,243
6,284
10,266
8,210
10,257
10,262
3,274
8,237
7,260
2,275
4,203
10,238
9,252
6,269
4,209
4,204
2,246
3,234
10,225
9,232
5,283
7,208
9,273
4,208
7,212
7,286
4,200
8,277
7,279
7,286
8,230
7,230
2,210
2,261
2,218
1,238
9,228
3,255
2,257
9,278
4,207
6,287
3,246
10,214
4,273
8,293
2,206
5,211
1,285
3,299
8,247
6,251
4,212
9,264
1,253
8,233
8,292
10,229
4,300
3,218
6,204
7,291
1,257
4,286
7,254
3,229
1,294
8,282
1,274
6,285
9,270
7,246
6,250
3,227
1,264
2,288
3,217
6,232
6,260
10,205
4,243
2,213
1,260
1,282
3,220
8,277
5,241
3,224
2,207
4,246
6,281
10,202
9,266
2,208
3,271
2,214
5,216
9,270
1,220
3,271
5,229
9,259
3,271
7,284
5,297
3,231
7,275
2,228
1,252
10,283
10,275
4,286
10,216
1,206
2,252
3,217
2,231
6,257
2,285
2,216
7,212
7,296
4,293
9,238
9,263
2,289
4,238
4,222
8,255
9,258
2,241
6,263
9,281
3,295
4,299
7,283
6,300
9,203
5,235
4,296
1,214
8,253
6,234
6,283
5,282
6,217
9,246
2,227
6,289
1,225
3,272
3,256
1,239
1,223
8,264
4,290
7,223
8,267
3,272
2,254
10,216
9,232
1,257
10,202
5,280
9,266
10,294
2,266
4,247
6,257
10,217
1,217
4,225
1,263
2,277
5,300
2,300
4,201
1,252
2,264
7,229
10,291
1,269
10,268
6,242
4,223
5,208
3,246
10,256
1,206
4,224
1,293
2,226
3,236
10,245
8,200
4,250
7,219
8,219
10,293
10,292
3,256
4,264
8,237
2,275
3,226
1,224
5,270
2,276
2,264
4,229
3,294
8,251
3,213
2,262
2,208
5,239
5,205
3,228
2,239
7,247
5,239
7,280
2,281
8,262
8,261
4,230
2,297
6,219
7,293
4,283
1,210
6,298
2,254
2,247
3,293
5,279
7,289
1,254
10,259
3,217
2,259
6,212
8,231
7,282
9,216
8,209
10,245
10,204
2,266
4,257
7,213
3,262
9,233
3,210
1,221
2,242
5,260
10,245
2,286
2,252
3,238
2,280
2,270
4,242
6,212
3,274
5,220
2,269
2,216
10,241
4,287
4,215
10,262
1,275
5,273
2,297
1,253
7,265
8,297
2,264
2,245
9,222
6,204
3,251
5,291
9,274
1,228
6,255
5,278
1,212
2,265
7,282
6,214
5,225
1,287
9,256
2,214
4,243
6,282
7,261
10,287
3,213
9,224
10,260
10,242
9,243
8,297
5,212
8,207
2,264
4,238
9,278
1,285
8,252
4,300
3,268
4,222
3,205
10,231
4,275
1,276
1,284
2,233
6,299
1,203
4,297
4,238
1,273
4,291
10,258
2,281
6,217
4,263
6,226
4,212
1,244
7,300
3,222
2,292
1,278
4,288
3,279
1,263
5,260
8,233
6,284
8,253
5,227
5,225
10,218
5,249
10,244
6,276
3,228
7,245
8,277
8,210
3,293
3,226
8,209
8,237
1,277
9,296
10,216
6,270
10,255
6,203
9,232
9,213
8,246
4,292
10,223
1,286
7,207
3,251
6,275
7,236
8,259
8,275
6,210
5,206
10,281
7,211
10,252
4,273
10,231
6,251
2,201
1,221
7,275
10,245
4,241
6,205
3,287
2,243
1,202
6,247
3,270
9,282
9,216
4,210
6,288
6,242
8,276
5,248
4,222
10,293
8,207
9,213
1,213
9,288
10,245
4,212
4,277
4,207
5,254
5,257
1,278
3,286
4,204
4,273
9,282
3,259
2,252
3,274
7,262
8,268
5,220
3,240
8,225
4,214
10,298
5,254
9,290
7,241
6,260
2,229
6,255
8,299
3,221
4,237
4,204
3,229
7,231
10,285
4,243
9,214
4,288
3,217
10,275
10,226
7,254
6,244
8,258
9,211
7,205
5,232
2,257
2,253
5,251
1,289
4,209
5,246
1,218
9,231
10,274
4,225
9,235
6,252
4,217
3,260
7,223
6,299
7,299
1,241
10,270
3,269
1,230
9,230
5,276
8,218
7,286
6,249
9,273
1,280
10,273
6,267
2,264
8,273
3,206
7,207
6,263
6,242
7,232
1,218
1,200
7,280
8,247
6,225
5,252
4,259
2,248
5,281
1,287
4,227
2,270
6,246
6,289
7,296
1,245
6,267
1,225
8,205
10,236
10,264
5,235
1,268
6,292
4,248
5,287
2,205
1,291
4,286
8,299
9,214
3,275
9,228
8,248
10,277
8,216
1,241
5,269
1,213
7,238
5,244
6,274
3,265
6,267
1,275
8,249
7,220
5,204
10,295
9,297
1,232
10,218
1,269
6,275
5,253
3,237
5,259
1,245
4,235
2,225
5,211
9,294
7,202
4,202
5,246
7,239
8,242
4,232
7,232
1,256
9,233
4,281
6,242
1,279
4,236
3,262
9,280
9,238
9,277
6,219
8,225
9,296
8,235
2,297
7,245
4,256
7,211
8,213
10,268
3,260
1,255
9,263
2,267
10,250
1,286
5,277
3,276
7,291
8,248
7,210
6,279
9,271
2,271
6,240
8,237
7,210
10,281
8,225
9,297
2,252
3,243
6,255
9,244
10,242
6,259
9,267
6,202
9,208
5,209
3,244
6,278
7,237
7,270
5,293
10,264
2,298
2,280
9,229
6,217
6,232
2,264
2,200
5,267
5,241
6,255
10,282
1,203
4,278
8,281
10,248
8,270
1,208
2,207
6,219
10,272
3,264
5,211
5,246
4,233
10,226
8,235
6,232
10,217
7,227
8,268
2,267
9,263
10,250
10,293
5,269
1,250
1,206
10,292
10,210
10,289
9,213
3,271
1,288
5,236
4,216
2,264
7,284
5,251
7,235
7,207
4,271
2,235
1,230
2,226
8,278
5,226
6,213
5,211
1,210
10,288
2,220
2,234
3,274
7,207
8,203
3,295
8,257
6,242
10,250
2,257
6,297
5,280
5,205
3,265
1,202
1,230
6,291
3,208
3,238
9,257
8,263
10,226
6,212
8,240
2,295
3,226
7,202
3,223
5,249
4,235
5,213
7,254
1,292
9,277
5,288
2,229
1,279
7,298
7,262
8,246
5,299
9,299
5,263
10,202
7,277
6,234
9,256
8,275
10,216
3,280
3,298
3,220
9,254
5,267
4,230
2,295
3,202
8,211
2,265
6,238
2,294
4,275
2,287
8,223
2,260
9,284
10,220
6,240
10,210
5,299
9,222
5,265
6,220
9,299
1,210
1,245
10,239
1,243
1,238
3,211
7,210
1,265
2,288
8,290
3,206
6,267
9,251
5,251
3,234
10,220
2,214
7,287
10,209
9,255
1,237
7,230
1,247
6,288
5,263
5,261
7,233
1,243
2,224
5,287
10,226
7,297
4,285
6,234
5,283
1,219
4,300
1,254
1,271
8,261
6,295
4,234
5,296
7,214
4,254
4,279
3,228
5,245
8,200
3,227
8,207
4,289
9,207
4,207
6,237
10,251
5,289
2,244
5,208
1,212
10,245
3,285
10,292
3,288
5,272
5,249
5,209
8,260
10,213
1,256
9,293
9,293
1,243
3,247
4,243
10,248
9,208
4,291
7,256
7,291
8,297
8,253
5,239
9,293
7,220
9,287
9,269
2,259
10,244
9,244
3,226
8,246
3,291
4,231
4,278
5,235
6,228
1,222
8,239
10,250
5,235
2,243
1,278
10,271
10,224
7,258
7,220
7,224
4,214
2,220
5,278
2,268
7,231
8,291
4,296
9,245
5,267
3,228
6,218
7,211
4,245
6,227
10,274
4,223
7,273
3,256
5,297
4,242
3,260
4,293
2,296
4,291
1,264
8,299
7,295
10,247
1,207
7,252
5,237
8,256
8,200
7,237
8,266
2,251
2,273
6,291
7,234
2,234
6,204
2,263
1,272
9,213
4,269
7,219
10,252
5,275
9,261
9,269
2,233
1,225
4,219
9,277
8,295
7,200
3,278
10,221
3,228
9,281
8,222
5,225
5,297
4,222
6,205
3,289
3,219
10,272
3,273
5,267
2,214
8,294
5,254
5,200
1,221
10,225
2,276
2,294
3,275
2,202
1,252
5,290
9,245
2,245
3,284
5,254
2,261
2,241
1,280
6,254
1,279
6,213
2,300
10,240
9,241
3,294
5,300
3,269
2,213
4,270
2,228
2,290
9,286
5,252
8,298
6,231
10,202
6,281
6,261
4,227
3,264
3,292
2,296
2,233
9,245
1,271
7,275
8,213
5,216
8,267
6,241
7,210
2,213
5,295
10,226
1,276
4,267
9,300
7,260
1,295
5,257
10,292
7,200
2,260
10,256
3,263
4,274
10,271
9,300
6,207
8,228
10,246
4,268
3,283
6,287
2,221
5,259
1,236
8,218
2,285
5,265
3,268
3,251
8,233
2,207
10,286
3,282
10,263
3,296
4,268
9,231
6,248
4,220
8,235
5,264
5,237
3,225
2,254
3,215
9,274
9,222
1,232
1,247
8,218
8,242
1,216
2,280
2,287
1,242
5,279
3,247
7,261
8,233
7,200
6,234
8,261
5,282
5,236
10,241
10,205
6,200
2,281
7,258
10,268
9,211
5,238
5,226
8,256
1,234
1,207
10,261
8,205
7,211
1,216
10,236
7,251
9,279
6,286
10,237
9,209
10,231
8,287
10,207
2,257
9,288
1,240
10,234
6,214
2,262
4,258
3,295
7,249
2,248
9,206
5,209
1,206
10,211
2,289
2,218
10,254
6,250
6,283
10,298
10,207
4,266
10,217
6,235
4,203
10,277
2,221
4,233
6,213
4,297
3,274
3,268
1,255
7,207
2,289
4,293
1,280
4,203
3,277
6,291
10,239
4,219
1,262
10,205
5,240
6,221
6,266
9,275
9,265
8,223
8,227
7,298
7,255
9,300
6,209
1,296
3,213
6,267
1,296
10,280
1,213
4,286
9,253
10,210
5,288
8,271
8,235
8,274
4,256
2,228
8,218
2,226
3,217
10,258
3,201
10,227
2,283
8,235
5,215
9,257
9,261
6,237
3,299
8,242
5,203
8,233
5,282
9,285
10,278
3,253
5,271
6,225
5,283
1,240
7,294
9,236
1,207
5,284
4,256
2,206
4,214
9,251
9,284
9,245
9,287
10,268
5,289
1,234
7,287
7,214
4,210
10,277
1,208
6,201
7,211
9,230
7,258
9,229
9,289
8,294
5,242
9,279
5,263
2,275
4,285
6,232
1,278
3,298
2,257
9,271
3,265
8,240
6,296
4,276
7,278
2,267
8,290
6,275
4,235
3,271
3,269
10,262
3,249
10,210
10,282
9,214
1,299
5,278
7,233
7,264
9,220
10,255
5,287
2,231
2,249
4,264
9,221
1,218
1,296
1,203
8,203
3,254
7,289
6,257
8,256
10,221
7,274
5,271
3,251
3,244
10,275
9,234
3,258
9,248
3,247
1,282
7,233
9,224
2,229
5,294
5,269
8,290
10,236
1,207
9,298
9,228
8,292
5,272
8,295
2,259
10,279
9,219
5,213
6,266
1,265
8,297
5,231
9,264
2,295
3,282
6,264
8,225
5,209
1,262
2,294
7,261
4,209
2,290
10,259
5,212
10,282
9,248
8,268
5,288
2,271
9,233
6,283
8,271
3,294
10,231
3,236
8,235
7,283
1,201
9,285
4,268
7,200
10,255
5,200
7,237
9,283
1,203
6,293
10,226
9,230
7,230
5,212
6,277
9,239
2,296
5,220
5,251
5,297
6,219
3,280
1,261
2,251
4,243
9,244
8,253
9,260
5,234
4,258
3,262
6,237
8,205
5,285
5,229
8,209
4,277
5,261
4,226
3,278
5,202
2,298
5,204
10,292
8,284
10,300
2,212
4,234
1,201
3,255
2,246
10,208
10,233
7,262
3,201
4,241
4,286
4,295
10,228
3,226
7,270
10,200
2,296
5,257
1,255
2,262
7,214
1,239
6,296
6,257
8,253
7,288
5,223
2,289
2,264
9,227
4,206
9,222
5,253
9,221
1,271
8,259
7,284
1,243
2,291
3,248
7,257
7,234
9,240
8,224
4,268
6,218
6,243
10,216
9,299
7,253
8,231
3,227
10,237
8,217
3,233
4,286
9,252
1,217
10,261
6,231
10,262
2,225
4,217
6,289
7,254
2,219
5,284
8,242
8,297
10,295
3,208
3,298
2,287
9,252
2,272
10,246
3,257
2,269
1,293
4,263
6,276
2,273
10,225
4,259
4,234
4,234
5,247
3,267
10,265
9,210
1,257
9,299
1,208
7,293
4,279
6,211
4,210
1,252
9,245
1,268
10,204
8,266
6,285
3,280
10,292
10,238
5,266
8,202
2,216
9,201
2,241
3,295
4,285
10,279
2,212
9,252
7,232
9,284
5,238
8,205
4,231
8,209
10,272
10,299
6,240
3,209
3,279
9,299
3,264
4,230
7,250
8,201
8,251
5,279
10,290
4,294
10,216
3,255
4,223
3,241
2,266
3,259
4,255
1,246
4,264
8,289
5,272
8,261
9,264
7,250
6,266
4,238
10,272
8,281
4,212
10,282
3,251
8,223
9,205
3,280
2,226
7,245
3,212
1,300
3,208
9,280
10,262
3,261
4,285
6,223
6,215
2,298
7,271
9,243
5,251
1,287
2,279
9,221
1,297
1,201
7,228
1,258
9,288
6,226
9,245
5,213
2,227
6,263
2,268
2,208
8,286
4,243
3,228
8,293
4,261
2,220
10,259
4,292
1,220
1,261
4,236
8,225
1,237
7,242
10,201
5,296
2,292
10,230
10,261
10,267
7,206
9,200
2,255
7,240
1,238
5,231
10,295
4,297
4,228
1,279
10,275
1,256
6,250
7,269
8,279
1,276
10,223
7,229
8,272
1,226
5,248
6,232
9,240
10,228
10,211
7,261
4,212
1,203
7,288
8,210
8,225
2,214
10,269
1,276
1,257
4,201
1,242
9,288
6,273
10,268
6,270
6,207
6,278
3,262
2,265
1,207
6,266
2,237
2,280
2,280
10,204
10,207
9,271
5,286
5,289
9,205
5,264
10,215
5,267
10,278
9,232
5,260
4,250
3,276
6,265
9,201
4,286
9,257
10,254
